prof,gender,class,reviewer,review_grade,review_text,sentiment
professor name,gender,class name,reviewer name,review grade," In theory, this class should have been very informative and fun at the same time. Realistically, the class was informative, but Simpson expects her students to memorize every small detail for her midterm. The midterm was unnecessarily detail-oriented and hard, but the average was in the high 80's, so I guess it was just me rather than the class as a whole. Grade is based on a raw scale, so there is no curve (whether it may be good or bad for students). There are 2 essays in this class (one is 2000 words and the other is 3000 words). In my honest opinion, I probably could have gotten my point across in 1500 words for both essays, but found myself just adding simple fluff to meet the word limit. Finally, I want to add that this is a Philo GE. There is a reason why I have been putting off this GE for as long as I could. I really detest Philosophy, and I wanted to take this class to learn about the history of Ancient Egyptian Religion rather than exert my own opinions on an academic assignment. It was personally hard for me to really apply myself in a class in which I simply wanted to learn the history and nothing else. I've never received a B+ in a GE before, but honestly I'll take it for this class. I didn't read any of the required readings and wrote the essays in the night prior. Professor Simpson is what I would describe as a hit or miss professor. Some people love her; some people hate her personality and grading methods. Personally, I didn't like her. Her attitude was a bit brash and she was a bit snarky at times. She was an effective lecturer though, which is hard to find at UCLA these days. Final Note: Relign M132 and AN N EA M130 are the same class, so this review is for both of those courses.","NEU: 0.699, POS: 0.253, NEG: 0.048"
professor name,gender,class name,reviewer name,review grade," In theory, this class should have been very informative and fun at the same time. Realistically, the class was informative, but Simpson expects her students to memorize every small detail for her midterm. The midterm was unnecessarily detail-oriented and hard, but the average was in the high 80's, so I guess it was just me rather than the class as a whole. Grade is based on a raw scale, so there is no curve (whether it may be good or bad for students). There are 2 essays in this class (one is 2000 words and the other is 3000 words). In my honest opinion, I probably could have gotten my point across in 1500 words for both essays, but found myself just adding simple fluff to meet the word limit. Finally, I want to add that this is a Philo GE. There is a reason why I have been putting off this GE for as long as I could. I really detest Philosophy, and I wanted to take this class to learn about the history of Ancient Egyptian Religion rather than exert my own opinions on an academic assignment. It was personally hard for me to really apply myself in a class in which I simply wanted to learn the history and nothing else.  I've never received a B+ in a GE before, but honestly I'll take it for this class. I didn't read any of the required readings and wrote the essays in the night prior. Professor Simpson is what I would describe as a hit or miss professor. Some people love her; some people hate her personality and grading methods. Personally, I didn't like her. Her attitude was a bit brash and she was a bit snarky at times. She was an effective lecturer though, which is hard to find at UCLA these days.  Final Note: Relign M132 and AN N EA M130 are the same class, so this review is for both of those courses.","NEU: 0.699, POS: 0.253, NEG: 0.048"
professor name,gender,class name,reviewer name,review grade,"Barnard speaks in the most monotonous monotone I've ever heard. Ever. That being said, he's a cool enough guy and certainly someone I liked to talk to. He taught the first half of my PhySci 5 class and the entire midterm was from the reader, so although I went to lecture it was totally unnecessary. ","POS: 0.506, NEU: 0.306, NEG: 0.188"
professor name,gender,class name,reviewer name,review grade,"Horribly, horribly boring.  Don't go to class, read the course reader.  I do not understand how anyone gets below an 85 on this test if they just know the basic material of the course reader, but the mean was 76 for my class.. Go figure.","NEG: 0.982, NEU: 0.014, POS: 0.003"
professor name,gender,class name,reviewer name,review grade," Dr. Barnard is a very easy professor. He is very straightforward and tells you exactly what you need to know for the midterm. While he is teaching, its mostly just dry memorization of processes or facts. He is not very conceptual at all. An ample amount of studying will get you a good midterm score. However, he only teaches half of the quarter for Phy Sci 5, so after the midterm, Dr. Roberts takes over and he is the absolute opposite of Dr. Barnard. If you take Phy Sci 5 and you have both of these professors, be prepared to do a lot more studying when Barnard leaves. The only other downside to Barnard is that his lectures are very dry, monotone, and boring. It's very easy to want to nap or ditch all together when he teaches. Overall, I recommend Phy Sci 5 with Dr. Barnard.","POS: 0.802, NEU: 0.181, NEG: 0.017"
professor name,gender,class name,reviewer name,review grade," honestly, if you did study everyday for minimum of 30 minutes, you'll get an A. (that's if you even cared about science in high school) however,DR.BARNARD is a meanie!!!! I ran into him the other day..., said Hi, and he ignores you as if you weren't there... . he maybe knowledgeable in how to live a healthy diet life style, but he doesn't realize that life is also about good social skills... . BIG MEANIE!!!!!","NEG: 0.968, NEU: 0.027, POS: 0.004"
professor name,gender,class name,reviewer name,review grade,"He's dry, boring, and blunt.  While some of the things he has to say are important, they're also a tad extreme.  At the same time, the class was hard.  I failed his midterm after studying more than I usually do for a test.  I thought I knew so much information, but since the test is strictly multiple choice/short answer, you're either spot on or dead wrong.  Maybe I'm just not a science person...The class is graded on a curve, which helps since there is only the midterm, paper, some homework, and the final (given by Prof. Roberts).  I got a C- in the class with the help of the curve.  Not the easy GE people were saying it was.  If you're looking for a class that will lower your self esteem by telling you that you are fat and unhealthy and then nearly failing you, go ahead and take PhySci5.","NEG: 0.973, NEU: 0.024, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,"She is the WORST prof I've ever had in my 4 years at UCLA. She doesn't care about students at all. She only offers OH one day of every week and she is not negotiable in terms of extra OH. She said she is only available at one time. Her lectures are boring and not intriguing at all.  She never posts slides which forces you to attend boring lectures. Really, if you want to have a happy and useful writing II experience, never take her class. She really ruined my last quarter.","NEG: 0.982, NEU: 0.014, POS: 0.004"
professor name,gender,class name,reviewer name,review grade,"About the class:The class is definitely not as easy as everyone says it is! The GE component (midterm and final exams) is easy but the papers are not easy to write! The prompts are dense and they definitely take a lot of thought and research to do well in. There is a lot of information to cover and they want you to make a lot of connections in the paper. But everything is completely doable! As long as you put in time and effort and ask your TA for feedback, it is all good! The class itself is pretty interesting to me because its not really about religion but about HOW that religion sees Jerusalem as a special place. We are standing in a neutral scholar point of view to examine the religion and their religious views. I kinda struggled with this idea in the beginning but it was fine after the first 2-3 weeks!About the professor:She is clear and very lenient! She gives out study guides but she doesnt post her slides! Some times she would say something but the slide would give other information so it was kinda hectic trying to jot down information from both the slide and from what she was saying.","NEU: 0.531, POS: 0.377, NEG: 0.092"
professor name,gender,class name,reviewer name,review grade,"Professor Cole is a nice person, but not the best teacher. She assumes that the students know as much as she does. She says things like ""obviously"" or ""everyone knows that this tribe..."". The first half of the class is interesting, but then the second half of the class crams in a lot of useless information in an extremely unorganized manner. I would say continue to pursue the material because Ancient Egyptian  History is interesting, but do so with a different teacher. You'll learn more.","NEG: 0.721, NEU: 0.256, POS: 0.023"
professor name,gender,class name,reviewer name,review grade," DO NOT TAKE THIS PROFFESOR!She is not a teacher, she is a researcher. Her lectures are unorganized and I was lost from day one. She has no structure!! She turns off all the lights when she lectures (all pictures btw, u can't write anything down) and everyone falls asleep. She see's people falling asleep right In front of her yet she doesn't care!She can not teach at ALL let alone work the computer! I took her my first quarter thinking her class would be interesting.... I was SO wrong! I lost all hope after this class. I expected more from Ucla. And trust me, my opinion isn't bias because everyone would talk shit on her, and her rediclously hard grading methods.Pease... Please take another class or you will hate yourself and ucla after this !!","NEG: 0.981, NEU: 0.015, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,Pros:-The class itself was interesting and Dr. Carter is very knowledgable in her field. -Workload is relatively light - midterm/final are both take home + one 8 page research paper + some participation points Cons:-lectures are dry and powerpoint is hard to look at (blue and yellow background in a dim room) -she's not really good at communicating and replying to emails and being clear about dates etc. Overall: workload is good and its not as bad as the other reviews say but just be prepared!,"POS: 0.931, NEU: 0.063, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,One year later I still have nightmares about having to go to her class. Sucks!!!,"NEG: 0.983, NEU: 0.013, POS: 0.004"
professor name,gender,class name,reviewer name,review grade,"Awful, horrible professor. I hated this class so much that it killed my drive to learn in a slow and painful death. Her lectures were suffocating. I felt like I was going partially insane and partially brain dead... and really did not think that it was even possible to be both at the same time. DO NOT TAKE HER CLASSES UNLESS YOU ARE A GRADUATE STUDENT OR LOVE TO SEE YOUR THIRST FOR KNOWLEDGE DIE!!!","NEG: 0.983, NEU: 0.012, POS: 0.004"
professor name,gender,class name,reviewer name,review grade,"If I was evaluating this class only based on Dr. Smoak, I would be giving a much nicer review. The material in this course centers on Jerusalem and the biblical mythology and history surrounding it, so having prior religious education is advantageous. While I did not find the material in this course particularly interesting, Dr. Smoak was a clear lecturer and always willing to stay on Zoom after class and clarify anything that did not make sense. He was also very understanding of the unique pandemic circumstances; he extended the due dates of several papers and assignments, made the midterm and final very straightforward, and even instituted a generous curve once all grades were implemented, which is honestly the only reason I received the grade I got.Now, in terms of workload, this course is ludicrous. On paper, it just looks like a few readings twice a week and one short response as well as two 6-8 page essays, one being a literary analysis. For a 5-unit GE Writing II course, that doesn’t seem too bad, but my TA expected an advanced comprehension of each and every article and chapter and turned every discussion section into 50 minutes of regurgitating facts, which disadvantaged anyone who was reading the stories for the first time. He marked off points without specific justification on reading responses and essays. I’m not sure if he has grasped the concept that highlighting a sentence and saying “not clear” is lazy and insufficient feedback.Anyway, I digress. This quarter was Dr. Smoak vs. the condescending and infuriatingly aloof TAs, and Dr. Smoak won in the end. Do not listen to reviews that say that this class is easy, because it is only easy if you have a very light schedule and are a naturally good writer. I’d prefer death over taking this class again.","POS: 0.781, NEU: 0.215, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade," The organization of Professor Smoak was kind of difficult to deal with to be honest. He doesn't post the lecture slides online and most of the lecture during class is commentary on the minimal notes put on the slides that he does present, so it was difficult at time trying to figure out what to take notes on and what to ignore. This class is writing-intensive (as it is a Writing II course) including two main papers, weekly reading responses, and an in-class midterm and final.  For the weekly reading responses, they're mostly graded on completion and answering the prompt (I got 10/10 on most of them just writing boring responses). The weekly reading itself is another reason I'd dock the class on being disorganized. I didn't really know how the reading pertained to the class. He assigned weekly reading under the schedule but it wasn't mandatory so no one actually did it.  As for the in-class tests, the midterm was pretty hard and the final was super easy. His midterm had multiple concepts that weren't listed on the study guide (note: he tests on quotes where you need to know specific words to finish sentences/fill-in-the-blank which were pretty hard, so read the passages he puts on the study guide very carefully). I think he realized that the midterm was harder than he had anticipated, so the final was super easy (I got an 88 on the midterm and a 98 on the final, which was much shorter and a lot easier). For the papers that we had to write, this would probably be my biggest gripe with the class. Professor Smoak and the TA's don't really help that much in writing these papers unless you go out of your way to ask them in office hours to elaborate. During section and lecture, they will tell you what they want to see in the essays, but will hardly give any helpful examples to follow. The prompts for the paper are broad and definitely confused me in the writing process because they had so many facets that I had to narrow down into a single thesis/paper.  I eventually went to the TA's office hours to ask for help on this paper and while my writing itself didn't seem that much better/different, I guess it mirrored what HE specifically wanted to see, so I ended up clutching an A.","NEG: 0.725, NEU: 0.269, POS: 0.007"
professor name,gender,class name,reviewer name,review grade,"Terrible, terrible class with a boring professor and extremely callous TAs. The workload does not look like much when it’s on the syllabus, but once you’re actually trying to dissect what the hell the essay prompts are, you start to realize how intense this course is. Dr. Smoak wasn’t the most engaging person ever; it didn’t help that on Zoom, his more interactive slides didn’t work too well. However, I will give him credit for extending assignment deadlines, curving the class, and making the midterm and final very manageable. To do well in the class, I would recommend that you come in with significant knowledge of biblical stories (especially Genesis and the Gospels) because if you do you won’t waste time scrolling through the Bible when collecting evidence for your essays. Also, do all the readings because your TA may expect you to have read all of them in discussion. That being said, your TA kinda determines your grade in this course, so if you have a bad one, you’re kinda screwed. Don’t sign up for Aaron’s discussion section(s) because if he doesn’t like your writing, he will not give you an A no matter how hard you try. Smoak saved this class from being complete and utter trash. Know what you’re getting yourself into before you sign up.","NEG: 0.850, NEU: 0.118, POS: 0.032"
professor name,gender,class name,reviewer name,review grade,"Prof Smoak is hands down one of my all time favorite professors! He is very knowledgeable on Jerusalem and creates a very engaging and though provoking curriculum. He also seems to genuinely care about his students which I think is lacking in a lot of other ucla professors. This class has a decent amount of writing and reading but given its a writing 2 class I wouldn't say its anything excessive. The main textbook is interesting but overall I feel like its not super prominent in the class and assignments mainly come from the other weekly readings, especially biblical ones.","POS: 0.982, NEU: 0.016, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," The class content was alright. I didn't find it the most interesting but the workload wasn't too bad. We had weekly one-page responses about the readings, a midterm, 2 essays, and a final. For the second paper, we had to research a religious site, and Smoak was so nice about it. He offered to help us out with finding sources, skimming drafts, etc. Adjustments were made because of the strike. Smoak was the most accommodating and transparent professor I had. He cancelled some of our assignments but also made it clear that he stood with the academic workers and would not be the one to grade them. Even before the strike, you could tell that he cared about our success in the class. He offered multiple extra credit opportunities after the midterm.  Overall, I'd give Smoak a higher rating than I would the class.","POS: 0.947, NEU: 0.050, NEG: 0.003"
professor name,gender,class name,reviewer name,review grade,"Professor Smoak was a great lecturer but his slides weren't the most helpful. It is also rather hard to take notes that will be comprehensible later when studying for the midterm/final. You should also go to every lecture and pay close attention if you don't have time for all the readings assigned every week. I went into this class with little to no knowledge of Jerusalem and I was too busy to do the readings, but I found that the information he goes over in class was super helpful when writing my papers. There are two papers for this class, one with a pretty strict topic and a second where you can work more freely. The grading for these papers depends on your TA, but in my case, they weren't too bad. The papers are graded pretty fairly, but a lot of people do end up scoring in the low B to high C range. Overall, the class is very interesting but if you do not consider yourself to be a strong writer and you are looking to score an A, I would reconsider taking it.","NEU: 0.480, NEG: 0.370, POS: 0.149"
professor name,gender,class name,reviewer name,review grade,"I would recommend taking this class. The topics discussed are very interesting if you have any remote interest in Jerusalem or its history - however, it does not dive into its modern day dilemmas. Smoak keeps lectures interesting and going to class is not miserable at all. The workload is a lot - a one page ""essay"" every week, 2 6-8 page essays, a midterm and a final. Its doable - you do not need to read the assigned reading to get a good grade. Grading depends a lot on your TA, I had Bryan and I liked him.","POS: 0.964, NEU: 0.033, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This class was hands down my favorite class at UCLA. Smoak is an engaging lecturer and the material synthesizes different subjects (space and religion) in a way I hadn't seen before. I have never felt like I learned more than in this class. That said, if you have no interest in the material, this class might not be worth it for you. Lastly, if you notice your TA is a hard grader, switch sections. My TA would take-off points and not elaborate why, so I never got the opportunity to improve on later papers. I would suggest if you have this issue, go to Smoak's office hours because Smoak was more helpful than my TA for paper revisions.","POS: 0.980, NEU: 0.016, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade,"Professor Smoak and TA Bryan are really clear and helful in teaching, and lectures and class materials are well-organized. I took this class as W2 as freshmen and foreigner, and I was literally struggling with papers and understanding of the religious texts. The writing requirement for this class is really high. However, if you are good in writing and  have the capability to handle a bunch of English religious readings, please take this class since it will provide with a good opportunity to get to know histroy of Judais, Christianity, and Islam.","POS: 0.729, NEU: 0.267, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade,"I took AN N EA 12W with Professor Smoak which is basically the same thing as 10W (only with less students in a class). Smoak is very helpful and nice (btw he studied at Jerusalem). The course material is very interesting!! It helps if you have a bit of previous knowledge of religion but even if you don't, you would still do good in this class. Essays are a bit heavy but in general, an awesome class!-IM SELLING PDF VERSION OF ""JERUSALEM ONE CITY THREE FAITHS"" by Karen Armstrong. Shoot me a quick email if you're interested:andrew87mendez@gmail.com","POS: 0.985, NEU: 0.014, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," Absolutely loved this class! Fascinating subject and wonderful lecturer. I took two classes with Professor Smoak and I think he was the best professor I had at UCLA, truly knowledgable and passionate about the subject matter. I will say, however, this class knocks out a lot of GE requirements but its also super work intensive. At this same time...I think I learned how to write college essays from this class. Definitely hard work but in my opinion it was worth it - at least if you are interested in the subject and ready to learn.","POS: 0.993, NEU: 0.005, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This class was an incredibly fascinating combination of history, biblical literature, and archeology. The class goes through the history of Jerusalem, analyses biblical texts and archeological evidence related to the city, and discusses the relationship between the three Judeo-Christian religions. Being a writing II course, there were a lot of writing assignments (weekly one-page essays plus two 5-8 page papers) but each weekly assignment felt relevant to the class and built up to the longer papers. I would definitely take this class again, and plan on taking another class with professor Smoak in the future.","POS: 0.981, NEU: 0.018, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," Professor Smoak could make a class on the history of drywall interesting. The lectures were generally informative and engaging, helped by Smoak's unbridled enthusiasm for all the lecture material. A lot of other comments complained about the readings, but I found them interesting and not terribly hard to get through; additionally, the essays were reasonable, although some of that may have been thanks to my generous TA (Jeremy Williams is a saint of a man). I consider myself a generally strong writer and did not have to put in too much effort to score in the B+/A- range; obtaining a higher grade may be more of a challenge, but I'm sure it's doable. Anyone reasonably proficient with the AP English standard of writing will find that they have no issues writing adequate papers. The required reading, Jerusalem: One City, Three Faiths by Karen Armstrong is so engaging of a read that even if you don't take this course, you'd be served well to read it; it's intended for a general audience and consequently is not too dense. I came to the class with limited prior knowledge of the Bible nor any of the other texts, but I did not find this hurt me; Smoak and the TAs understand that not everyone has this background, and consequently focus on explaining the events through a literary lens more than complex genealogies.  I'd greatly recommend this class for anyone looking for a Writing II GE that gets a lot of requirements out of the way. Or, you know, if you want to learn the history of one of the most intriguing cities in human civilization.","POS: 0.985, NEU: 0.013, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," When I first signed up for this class, I was excited to have a class that put together history and English because I thought it would be more interesting than other Writing II options, but it wasn't like I thought it would be. I couldn't really enjoy lectures because I knew the information would be important for my papers, and I couldn't just write the papers because I needed to gather useful info from lectures first. This isn't a specific knock against the professor, just something I wish I had realized before I started the class.They say you don't need prior knowledge, but as someone fairly familiar with the Bible even I struggled to follow the intricate details stressed by the instructors. This class is definitely easier for students who have prior Biblical knowledge (and I felt very bad for those who didn't).I understand your TA's will be a constant determining factor throughout college, but my TA only offered 15 minute Office Hours, so there was no way for me to go over my papers (or even homework assignments) in depth because he didn't offer more time. This, of course, was very discouraging because your TA is the one grading your papers and when you can't meet with them or understand what they want from you, it makes it extremely hard to know how to improve. I will say, though, that my TA's comments did overall help me on my revised paper even if I couldn't go over it in person.I felt like the grading was fair, but my main issue was not being given the opportunity to see what an A level paper looks like. We would occasionally see snippets of a ""good"" thesis or paragraph, but it was a struggle to write a ""good"" paper when both the TA and Prof never gave you more specific guidance on what ""good"" looks like.On a positive note, the final and midterm were very straightforward and the professor did a great job of giving us clear study guides that related directly to the exams we took. He really tried to adapt to online learning, and I am sure the in-person exams would have been harder than the assignments/exams we took (which was much appreciated). And a neutral note, there is a looooot of homework and assigned reading. I didn't end up reading most of the companion book because for me it was a lower priority than writing the essays and homework, but like any Writing II class there are a LOT of writing assignments. Overall, it is not an easy class and if you want to improve you really need to find someone outside your class instructors who can help give you feedback on your essays. Prof Smoak is a nice professor, but I struggled to understand what my TA expected from my writing- for those who will take the class, try to understand what your TA expects because it will help you earn the grade you want. I wish the instructors had been more open about showing us what an A paper looks like, but the feedback and grading were (in my opinion) fair. I am grateful for the curve he gave us, but the class was harder and less enjoyable than I thought it would be. (To anyone who wants to take it, though, I say go for it! Just be prepared for the workload and the extra effort you have to put in to understand what the instructors want from your writing. But don't be scared to take the class, just be prepared when you start it)","NEU: 0.536, NEG: 0.374, POS: 0.090"
professor name,gender,class name,reviewer name,review grade,"Selling ""Jerusalem: One City Three Faiths"" by Karen Armstrong email me if you're interested! marisachu24@g.ucla.edu","NEU: 0.907, POS: 0.091, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"I enjoyed this class a lot and it really helped me fulfill a number of requirements including writing II, a GE, and a lower division requirement for my planned entrepreneurship minor. The teacher was a really cool and nice guy who taught the class in a really engaging way. I thoroughly enjoyed learning about the city of Jerusalem from a few different perspectives and in different ways. His tests were pretty fair (although if he has a section where he tells you to memorize dates he wants you to really memorize dates; he actually gave us the events and we had to write the exact numbers on the midterm). The homework was just one page, double spaced writing prompt about interesting topics once a week and I thought it was really easy. Also, those writing assignments were really cool because all of what you think and write about in them led up to what you could use for your actual papers in the class which also weren't too hefty compared to other writing II classes. Overall I'd highly recommend taking this class with professor Smoak.","POS: 0.991, NEU: 0.007, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"This is probably my favorite class that I’ve taken at UCLA. The professor is very knowledgeable and is able to explain the topics thoroughly. Being that he lived in Jerusalem for a number of years, I would say that he is certainly an expert on the material.  He gives you thorough study guides for the tests, and does not expect you to know anything that he did not mention in class. There are two writing assignments, but they are not bad at all. Being that I’m not a writer, I was very concerned going into a writing to class that it would be too much of a workload and that the essays would be too hard. This was certainly not the case. The professor was more than willing to help any students with questions, and was very helpful when discussing the essay in office hours. I would 100% recommend this class, as well as any other class taught by this professor.","POS: 0.989, NEU: 0.010, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade,"I absolutely loved taking this class with Prof. Smoak. He was funny during lecture and the lectures were engaging. This is probably the best class I've taken at UCLA so far. It does help a little if you have some prior knowledge to Christianity or Judaism, which could probably be a problem for some people. Since it is a writing class your TA probably plays a big factor in whether or not you like/do well in the class. I had a great TA. The workload isn't heavy: a one page reading response every week, 2 papers, 1 midterm and 1 final. The midterm and final were pretty easy (the final was easier) and not worth much of the grade but mostly meant to help you get information about your paper. Paper #2 is a research paper and required a lot of effort, but it was still interesting.","POS: 0.992, NEU: 0.006, NEG: 0.002"
professor name,gender,class name,reviewer name,review grade," This class has a pretty light workload. Each week there is a 1 page double spaced reading response that you turn in each discussion section for a grade. There are only 2 tests and the 2 essays that you have to write are both pretty easy. However, the TAs grade harshly and the writing portions of the tests are graded harshly as well. This isn’t an easy class to get an A in, but the workload is totally doable.  Selling the textbook “Jerusalem: One City Three Faiths” for $8. (It’s $10 if you want to rent it at Ackerman). Email me at 4ajv29@gmail.com if you’re interested","POS: 0.692, NEU: 0.304, NEG: 0.004"
professor name,gender,class name,reviewer name,review grade,"It's an interesting topic to learn of. It is friendly towards people who are not familiar with Christianity and Judaism. It is a little less friendly for the most of us who are  not familiar with the geography in the Middle East. While geography isn't tested on, Smoaks refers to land around Jerusalem during lecture in a way that implies we should know about the geography. His lectures are not boring and it's somewhat important to attend them. Your TA kinda decides if you're going to enjoy this class or not. I had a terrible TA, he graded our papers hard and was condescending in section. I strongly felt that if I had a different TA I would have stressed less about this class. There's 2 papers and weekly reading responses with the second paper about your research on a building in Jerusalem.","NEU: 0.662, POS: 0.235, NEG: 0.103"
professor name,gender,class name,reviewer name,review grade,"PLEASE save yourself and don't take this class. The TAs grade the essays so harshly, and lectures are painfully boring. There are two major essays, a midterm, a final, one/two weekly write-ups that are one/two pages based on the readings/bible verses. I understand writing 2 classes have a heavier course load, but this was just ridiculous. It helps if you are currently religious because half the class is basically Sunday school and you are memorizing bible verses, but if you atheist/agnostic etc. then I wouldn't recommend this course.","NEG: 0.957, NEU: 0.040, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,"I have mixed feelings about this class. For one, I enjoyed the fact that I was able to learn about Jerusalem's history - especially its connection to the Bible and the way it is intertwined with the Christian faith. The class helped me see Jerusalem from the perspective of sacred space, an idea I had not considered before. Yet, this notion of sacred space was somewhat difficult to write about in the essays for this class. As a result, I found myself struggling to write the papers. My TA was good/helpful, but also a pretty challenging grader. Thus, I would only recommend this class if you're interested in learning about Jerusalem from a unique perspective and are willing to put in a lot of time to write the papers.","NEU: 0.716, POS: 0.184, NEG: 0.100"
professor name,gender,class name,reviewer name,review grade,"I took this class as a pre-med physiology major, and loved every bit of it! As far as writing 2 requirements go, this course is the way to do it.  You only have to write two papers- one literary analysis, and one research paper.  For each paper you do a draft and a revision.  There's also an in class midterm and in class final, which are easy! The readings are light (20-30 pages twice a week), but discussion is VERY mandatory.  It's an easy A for a writing 2 class if you GO TO LECTURE (he will literally tell you what's on the exams, and sometimes give extra credit for being in lecture), and meet with your TA about the papers.  This class is especially easy if you already have a religious background, the people who struggled came into it with no knowledge. There are weekly reading responses which are one page double spaced, and super easy points.  Overall, a great class.","POS: 0.990, NEU: 0.009, NEG: 0.001"
professor name,gender,class name,reviewer name,review grade," I am a life sciences major that took this class expecting it to be pretty hard based on other reviews. The material does not require you to have a religious background, as it is mostly about the history and architecture of Jerusalem. I honestly found it to be an interesting GE/Writing II. Make sure to cater your papers to what your TA wants. In discussion, my TA was very clear in instructing us how to organize our papers. If you struggle with writing, definitely take advantage of their office hours. The papers are not the kind that you can write the night before--be smart about how much time you spend to not only write it but also gather your information. The second paper is LONG--a minimum of 7 pages. This is my fourth class that requires essays, but my first time since high school to make outlines to organize my thoughts. This definitely helped me get A's on the papers.  Discussions are mandatory due to the quizzes. They are based on the readings, so try your best to not fall behind.  Lecture attendance is not mandatory, BUT he does not post the slides online, nor is the lecture Bruincasted. I highly recommend that you attend every lecture--you will end up using a lot of Smoak's information to write the papers and answer the short answer questions on the exams. Since the midterm and final are worth 10% each of your overall grade, it really comes down to your TA and how harshly they grade your papers. I was in the A- to A range for the papers; I got a C on the midterm and an A+ on the take-home final due to the wildfires. I ended up with an A overall.","POS: 0.738, NEU: 0.255, NEG: 0.006"
professor name,gender,class name,reviewer name,review grade,"Take this class with a grain of salt. It's not an easy writing II class by any means, but it wasn't necessarily unfair. It's really up to you how you do in this class. Do not take it if you're not willing to put in a lot of effort into reading, researching, and writing for the papers. The TAs grade fairly, and they will shred poor work and reward hard work. The tests are easy enough if you know his study guides. The information in this class is not difficult to understand, but you do need to put in a lot of work to do well. If you have a decent understanding of the material and put in a lot of effort in the papers (and go to office hours to see what your TA wants with your paper) you will do fine.","NEU: 0.811, POS: 0.129, NEG: 0.060"
professor name,gender,class name,reviewer name,review grade,"This class is extremely difficult, time consuming, and dry. I regret taking this class. The essays are harshly graded, everyone got B-'s and C's on the first paper. In addition to papers, you also have a midterm and final (both of which are in class multiple choice AND free response.) This class is unfairly graded and I would not recommend.","NEG: 0.980, NEU: 0.017, POS: 0.003"
professor name,gender,class name,reviewer name,review grade,"Selling the required text ""Jerusalem: One city, Three Faiths"" for $10. Email me at junkfaloona@gmail.com","NEU: 0.975, POS: 0.020, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,"This class was very interesting and the tests were fairly easy, but the papers (at least for me) were graded very harshly. You need to put in a lot of time and effort in order to get a good grade, so just be prepared for that. Your grade is mainly based on 2 papers. You first submit a draft, which is graded. Then you have a chance to edit and resubmit it, again for a grade. I really liked that aspect of the class, since you got direct and specific feedback! Overall, the class is great, just be prepared to spend a lot of time on the papers!!!","POS: 0.938, NEU: 0.057, NEG: 0.005"
professor name,gender,class name,reviewer name,review grade,"I thought this class was very interesting, but if you think it is an easy A then you will be mistaken like I was! Yes, it is one of the ""easier"" writing II classes but you are going to have to put in a good amount of effort to do well. We had weekly quizzes based on the readings which weren't too bad and two papers throughout the quarter, in which the draft and final count as a portion of your grade. The TAs grade very tough (no one in my section got an A on the first paper) but by the time the second paper comes around, you will have a good idea of what they expect. The final was also pretty fair, definitely need to put in studying rather than leaving it to the last minute. Overall, I do recommend this class!","POS: 0.787, NEU: 0.203, NEG: 0.011"
professor name,gender,class name,reviewer name,review grade,"If you don't have any religious background, DON'T take this course. I didn't have a religious upbringing and have pretty much no knowledge about religion, and I definitely had to work a lot harder to grasp a lot of what was going on in the class. This class is hugely dependent on your TA. I had a TA that said he hadn't given a single A the quarter before, and I'm pretty sure he didn't give any this quarter either. But I also think they've made the course more difficult over time-- I have friends who took this course a few years a go and said it was a lot easier. This course was genuinely one of the most difficult courses I have take at UCLA, and will be the first B I ever get (I'm a Junior, so I've taken a fair amount of classes). The course content is relatively interesting, especially if you're into ancient history and buildings. Professor Smoak is clearly very knowledgeable and passionate about this topic, and his lectures are pretty engaging. If I had a TA that wasn't so hell bent on giving bad grades and a stronger religious background, this class may have been bearable. But it's A LOT of work for a Writing 2 or a GE. You can definitely find something easier to fulfill requirements if that's what you're looking for.","NEG: 0.893, NEU: 0.104, POS: 0.003"
